Wall time,Step,Value
1676856052.8563292,0,0.029651975259184837
1676856291.5089805,1,0.06740152835845947
1676856526.500095,2,0.09162983298301697
1676856761.2265058,3,0.1040826141834259
1676857021.5220144,4,0.11471609771251678
1676857296.5801864,5,0.1422000378370285
1676857582.024935,6,0.15353508293628693
1676857880.099484,7,0.1656775176525116
1676858175.5045848,8,0.1697295606136322
1676858470.5737922,9,0.17488321661949158
1676858766.7013228,10,0.211780846118927
1676859061.9292336,11,0.2264370322227478
1676859356.8403773,12,0.21547459065914154
1676859653.919771,13,0.2305566370487213
1676859949.3470502,14,0.23298262059688568
1676860246.7998595,15,0.2336886078119278
1676860542.7398062,16,0.2532990276813507
1676860838.607788,17,0.23709233105182648
1676861133.4134328,18,0.26615968346595764
1676861431.289358,19,0.27369382977485657
1676861727.9281504,20,0.2501014471054077
1676862024.4283643,21,0.2854425311088562
1676862322.867118,22,0.2524261176586151
1676862618.7154183,23,0.2959769666194916
1676862905.3205807,24,0.29782021045684814
1676863147.3745134,25,0.2933332324028015
1676863387.31366,26,0.31301596760749817
1676863631.2648005,27,0.31975317001342773
1676863875.7547116,28,0.31370195746421814
1676864116.0001235,29,0.3165586590766907
1676864356.2265759,30,0.3307160437107086
1676864597.3456717,31,0.34412261843681335
1676864839.0697613,32,0.34689104557037354
1676865078.7195165,33,0.33238542079925537
1676865318.484014,34,0.3539547324180603
1676865560.947896,35,0.3629721701145172
1676865813.1382484,36,0.37561267614364624
1676866053.3698745,37,0.3808029294013977
1676866293.1602335,38,0.37138456106185913
1676866531.9668405,39,0.39171087741851807
1676866771.2715485,40,0.4007115364074707
1676867012.1183555,41,0.41262200474739075
1676867252.5243526,42,0.41121378540992737
1676867492.2455392,43,0.42415308952331543
1676867730.2570875,44,0.4225768744945526
1676867970.5513513,45,0.42960092425346375
1676868210.96418,46,0.4296149015426636
1676868450.5388558,47,0.43146654963493347
1676868689.5341225,48,0.4504873752593994
1676868929.721904,49,0.4634339511394501
1676869174.7829483,50,0.4660531282424927
1676869425.052186,51,0.45883429050445557
1676869665.3014464,52,0.4710453748703003
1676869907.4850547,53,0.4742319583892822
1676870146.1337328,54,0.4973924458026886
1676870385.5314648,55,0.49660930037498474
1676870625.957043,56,0.495243638753891
1676870865.6834135,57,0.5042030215263367
1676871105.5650864,58,0.5047544240951538
1676871345.932178,59,0.5169269442558289
1676871586.1791732,60,0.5203198790550232
1676871826.3078218,61,0.5256508588790894
1676872066.2763433,62,0.5304580330848694
1676872306.6496692,63,0.5398861169815063
1676872547.046694,64,0.5423464775085449
1676872793.2345953,65,0.5475137233734131
1676873044.5295863,66,0.5399759411811829
1676873283.3684444,67,0.5465136170387268
1676873525.255477,68,0.5512298345565796
1676873763.2734237,69,0.5646647810935974
1676874002.420529,70,0.5650323033332825
1676874241.6341934,71,0.5740554928779602
1676874481.7482245,72,0.5732924342155457
1676874721.1039004,73,0.5745518207550049
1676874960.0100014,74,0.5829660892486572
1676875199.6826224,75,0.5850161910057068
1676875439.6669924,76,0.5868786573410034
1676875679.3456159,77,0.594659149646759
1676875918.6037128,78,0.5990169048309326
1676876159.282932,79,0.6025407314300537
1676876406.4535666,80,0.6083728671073914
1676876655.8203745,81,0.6132160425186157
1676876895.6403418,82,0.6142792701721191
1676877135.464058,83,0.6212401986122131
1676877374.8270924,84,0.6208311915397644
1676877614.7188985,85,0.6241986751556396
1676877854.7848575,86,0.6220220327377319
1676878094.3076065,87,0.6328198909759521
1676878334.6958761,88,0.6367707252502441
1676878575.0265331,89,0.6400591731071472
1676878815.3607264,90,0.6462108492851257
1676879055.0875447,91,0.6479623913764954
1676879294.7293437,92,0.6498695015907288
1676879534.9613283,93,0.6527198553085327
1676879775.5334437,94,0.6535794138908386
1676880024.2345936,95,0.6534799933433533
1676880271.9490576,96,0.6557164192199707
1676880511.106981,97,0.6560568809509277
1676880750.8905723,98,0.6595724821090698
1676880990.2879863,99,0.6591894626617432
1676881229.2466693,100,0.6628794074058533
1676881469.2029166,101,0.6660431027412415
1676881708.943003,102,0.6696621179580688
1676881948.2716365,103,0.6731720566749573
1676882187.774527,104,0.6746443510055542
1676882427.5087473,105,0.6796555519104004
1676882667.0864775,106,0.6792322993278503
1676882906.5801418,107,0.6810070872306824
1676883145.557324,108,0.683410108089447
1676883387.3013093,109,0.6834021210670471
1676883643.472033,110,0.6851648092269897
1676883893.7480972,111,0.6856976747512817
1676884135.5520067,112,0.6908344626426697
1676884375.554158,113,0.6911700367927551
1676884614.52474,114,0.6927780508995056
1676884855.07365,115,0.6944798827171326
1676885095.0408187,116,0.6966778635978699
1676885335.6264243,117,0.6986134648323059
1676885578.4341958,118,0.7006548047065735
1676885817.731616,119,0.7027755379676819
1676886058.8150196,120,0.7033599019050598
1676886298.8848987,121,0.7038773894309998
1676886539.896294,122,0.7045124769210815
1676886781.5570936,123,0.706889271736145
1676887022.5891418,124,0.707423210144043
1676887275.0999153,125,0.7099283337593079
1676887522.725299,126,0.7105525135993958
1676887763.7955973,127,0.7117602229118347
1676888004.4373024,128,0.7125588059425354
1676888244.1136208,129,0.7141939997673035
1676888485.025584,130,0.7145667672157288
1676888725.8899503,131,0.7169829607009888
1676888965.650081,132,0.7183264493942261
1676889205.6607246,133,0.7189504504203796
1676889447.8951366,134,0.7195680737495422
1676889689.0808673,135,0.7204601764678955
1676889929.9938211,136,0.7214534878730774
1676890170.0649056,137,0.7224463820457458
1676890412.4487154,138,0.7237589955329895
1676890652.665174,139,0.7248865365982056
1676890905.654667,140,0.7248902320861816
1676891150.1104634,141,0.7254752516746521
1676891390.443652,142,0.7275890111923218
1676891631.134934,143,0.7292808294296265
1676891870.7276478,144,0.7285932302474976
1676892110.2123606,145,0.7291101217269897
1676892351.8323593,146,0.729702353477478
1676892599.1690202,147,0.7301393151283264
1676892853.8497872,148,0.7300019860267639
1676893109.099351,149,0.7307736873626709
1676893366.1158452,150,0.7321386337280273
1676893622.2155073,151,0.7326525449752808
1676893877.430455,152,0.7332273125648499
1676894133.9082305,153,0.7333726286888123
1676894397.0289845,154,0.7351272702217102
1676894663.53212,155,0.7349610924720764
1676894918.826018,156,0.7358928918838501
1676895174.7130537,157,0.736481249332428
1676895429.8924923,158,0.7381131052970886
1676895685.2840364,159,0.7386231422424316
1676895942.042009,160,0.7384985685348511
1676896197.3078103,161,0.7393494248390198
1676896452.197783,162,0.7394160628318787
1676896707.7258456,163,0.7400217652320862
1676896963.7935858,164,0.7404317855834961
1676897219.0004916,165,0.7401268482208252
1676897470.775538,166,0.7406266331672668
1676897710.6266394,167,0.7423055768013
1676897953.5756023,168,0.7420645356178284
1676898208.1185758,169,0.7428560256958008
1676898448.5454698,170,0.7433162927627563
1676898689.0310042,171,0.7440006732940674
1676898930.3322988,172,0.743556559085846
1676899169.932846,173,0.7445928454399109
1676899410.5237648,174,0.7448830008506775
1676899650.4968858,175,0.7463034987449646
1676899890.6474364,176,0.7460650205612183
1676900130.2573981,177,0.7462806701660156
1676900370.439453,178,0.7464863657951355
1676900611.0682318,179,0.7470076680183411
1676900851.1625144,180,0.7476487755775452
1676901091.8781214,181,0.7485442757606506
1676901332.708594,182,0.7491976618766785
1676901577.7719538,183,0.7492222189903259
1676901830.2727761,184,0.7498650550842285
1676902070.3756492,185,0.7499969005584717
1676902311.2737095,186,0.7506282329559326
1676902551.543087,187,0.7516100406646729
1676902791.3488264,188,0.7516421675682068
1676903031.8744824,189,0.7520757913589478
1676903272.0662382,190,0.7531640529632568
1676903512.2020674,191,0.754482626914978
1676903752.5072663,192,0.755057156085968
1676903992.3281536,193,0.7559718489646912
1676904231.4551356,194,0.7569512128829956
1676904471.427469,195,0.7573921084403992
1676904711.158046,196,0.7574225068092346
1676904951.7348316,197,0.7581278085708618
1676905197.6332173,198,0.7583064436912537
1676905452.0831282,199,0.7591221332550049
