Wall time,Step,Value
1682530045.0538414,0,0.07439301908016205
1682530547.615839,1,0.1354747861623764
1682531045.9617221,2,0.15621896088123322
1682531542.718031,3,0.14222562313079834
1682532036.7973566,4,0.12601229548454285
1682532531.468049,5,0.20759858191013336
1682533029.273132,6,0.21034462749958038
1682533524.607868,7,0.24081763625144958
1682534021.1931922,8,0.2448767125606537
1682534518.3331447,9,0.285989373922348
1682535015.1619384,10,0.31510552763938904
1682535512.083227,11,0.33050981163978577
1682536007.9377038,12,0.3560240864753723
1682536505.173481,13,0.36837050318717957
1682537001.2998352,14,0.38022541999816895
1682537500.152673,15,0.4094827175140381
1682537999.5270545,16,0.42443904280662537
1682538496.848716,17,0.4283171594142914
1682538992.5657744,18,0.44790002703666687
1682539487.6778336,19,0.4400421977043152
1682539981.0882473,20,0.49459391832351685
1682540475.9535046,21,0.5045962929725647
1682540970.6789086,22,0.5106469392776489
1682541466.8292773,23,0.50876784324646
1682541960.2858164,24,0.51816725730896
1682542455.0500546,25,0.5297176241874695
1682542952.0665424,26,0.5475427508354187
1682543447.8697908,27,0.5559396147727966
1682543943.1727874,28,0.5840740203857422
1682544439.6443863,29,0.557010293006897
1682544932.4945817,30,0.571733832359314
1682545427.8206437,31,0.5963037610054016
1682545923.674596,32,0.6048282384872437
1682546420.1383991,33,0.5932638645172119
1682546914.532299,34,0.6324862241744995
1682547411.689696,35,0.6285150647163391
1682547904.305373,36,0.6303722262382507
1682548395.8344815,37,0.6416506171226501
1682548892.287723,38,0.6546353101730347
1682549387.430406,39,0.65641188621521
1682549883.5224185,40,0.6626638174057007
1682550381.3880465,41,0.676415741443634
1682550876.304617,42,0.6758689284324646
1682551370.9758363,43,0.6908177733421326
1682551866.016872,44,0.7023239731788635
1682552361.879242,45,0.6997418403625488
1682552855.7718408,46,0.7033279538154602
1682553350.377367,47,0.713001012802124
1682553847.0610244,48,0.7182950973510742
1682554343.2549236,49,0.7273204326629639
1682554839.5566354,50,0.7212528586387634
1682555332.5124972,51,0.7273675203323364
1682555827.1264598,52,0.7375959753990173
1682556321.6369836,53,0.7360278964042664
1682556815.9190743,54,0.7523015141487122
1682557312.4522371,55,0.7580429911613464
1682557808.4369528,56,0.7596620917320251
1682558306.1173573,57,0.7607843279838562
1682558801.5825317,58,0.7644625306129456
1682559299.2403893,59,0.7724759578704834
1682559793.23863,60,0.776830792427063
1682560291.6175683,61,0.7792555093765259
1682560787.7170658,62,0.7817765474319458
1682561282.9265556,63,0.7826089262962341
1682561779.951291,64,0.7923339009284973
1682562275.6052957,65,0.7904669642448425
1682562770.9793446,66,0.7948875427246094
1682563267.0082972,67,0.7953790426254272
1682563763.039696,68,0.8028725981712341
1682564257.9741683,69,0.8045701384544373
1682564756.1896255,70,0.8073761463165283
1682565250.8985581,71,0.8144325613975525
1682565747.0804214,72,0.8153356313705444
1682566242.7352655,73,0.8240941166877747
1682566739.724613,74,0.8236179947853088
1682567235.32853,75,0.8244369626045227
1682567731.91362,76,0.8261370062828064
1682568226.7297118,77,0.8255588412284851
1682568721.217945,78,0.8311710953712463
1682569218.8463802,79,0.8340772986412048
1682569716.086709,80,0.8369565010070801
1682570211.6765175,81,0.8378400802612305
1682570707.9780438,82,0.8396163582801819
1682571205.3700438,83,0.841555655002594
1682571702.2073555,84,0.8430359363555908
1682572198.77727,85,0.8424789905548096
1682572692.540893,86,0.843804657459259
1682573189.7667568,87,0.8486567735671997
1682573685.8618186,88,0.8520677089691162
1682574182.6085165,89,0.8548288345336914
1682574677.4179711,90,0.8569433689117432
1682575173.3390937,91,0.8591858744621277
1682575670.7509344,92,0.8604505062103271
1682576168.6896007,93,0.8608344197273254
1682576666.8320181,94,0.8612913489341736
1682577165.2163,95,0.8647111654281616
1682577661.7171712,96,0.8656397461891174
1682578159.966981,97,0.8671488761901855
1682578656.3915708,98,0.8698943853378296
1682579154.7058744,99,0.8709022402763367
1682579652.7294044,100,0.8728792667388916
1682580149.475189,101,0.8747446537017822
1682580646.868027,102,0.876096785068512
1682581145.5248945,103,0.8777139186859131
1682581642.0287528,104,0.8790889382362366
1682582139.1907017,105,0.8794083595275879
1682582635.3283136,106,0.8799306750297546
1682583132.6052256,107,0.8799577951431274
1682583628.470815,108,0.8807788491249084
1682584124.8399434,109,0.8801580667495728
1682584620.1480284,110,0.8825142979621887
1682585117.128889,111,0.8841794729232788
1682585614.1557856,112,0.8850913047790527
1682586111.2660453,113,0.8856708407402039
1682586608.5367653,114,0.8865066766738892
1682587106.0684834,115,0.8876745104789734
1682587602.6263804,116,0.8888348937034607
1682588099.4132566,117,0.8897932767868042
1682588597.2166047,118,0.8903430700302124
1682589093.5512955,119,0.8927256464958191
1682589589.5274868,120,0.8944613337516785
1682590087.5179882,121,0.8944047093391418
1682590583.132512,122,0.8959730267524719
1682591081.169939,123,0.8948560357093811
1682591575.8263476,124,0.8972995281219482
1682592074.1474624,125,0.8983514308929443
1682592568.1671393,126,0.8991025686264038
1682593065.3990784,127,0.8984986543655396
1682593559.0833774,128,0.9001196026802063
1682594058.1209624,129,0.900425910949707
1682594555.8486733,130,0.9005098938941956
1682595053.8562603,131,0.9012860059738159
1682595550.1259756,132,0.9018522500991821
1682596046.873606,133,0.9026955366134644
1682596544.507173,134,0.9024615287780762
1682597040.1768239,135,0.9020544290542603
1682597534.4196908,136,0.9028275012969971
1682598032.4788237,137,0.9038757681846619
1682598529.579453,138,0.9046719670295715
1682599027.1696708,139,0.9046601057052612
1682599521.6331236,140,0.9050829410552979
1682600018.1434832,141,0.9054759740829468
1682600515.8917031,142,0.9058394432067871
1682601013.6687737,143,0.9059731364250183
1682601509.6762764,144,0.9067457318305969
1682602007.5112185,145,0.9080106019973755
1682602503.5623279,146,0.9081981778144836
1682602999.2196906,147,0.9089100360870361
1682603496.669225,148,0.9088332653045654
1682603991.7054284,149,0.9093814492225647
1682604491.1986372,150,0.9100977778434753
1682604987.8924754,151,0.9098155498504639
1682605483.8608534,152,0.9105664491653442
1682605980.7336264,153,0.9108417630195618
1682606477.9636388,154,0.9118577241897583
1682606975.4971876,155,0.912266731262207
1682607472.3633242,156,0.9124483466148376
1682607968.7115655,157,0.9132091403007507
1682608466.2509596,158,0.913164496421814
1682608961.1676884,159,0.9133784770965576
1682609459.2005837,160,0.913048505783081
1682609954.4414108,161,0.9133904576301575
1682610450.4254966,162,0.913553774356842
1682610948.917834,163,0.9133625030517578
1682611443.6112556,164,0.913292407989502
1682611939.0594327,165,0.9141395092010498
1682612436.3757823,166,0.9141460061073303
1682612933.146516,167,0.913931131362915
1682613427.7573063,168,0.9139645099639893
1682613923.5373864,169,0.9137945771217346
1682614418.1311905,170,0.9141039848327637
1682614912.259932,171,0.9150016903877258
1682615408.4311101,172,0.915100634098053
1682615904.3796184,173,0.9156131744384766
1682616401.2616017,174,0.9157020449638367
1682616897.820009,175,0.9161955118179321
1682617394.302477,176,0.9164416790008545
1682617892.7887895,177,0.9164096117019653
1682618387.7706213,178,0.916803240776062
1682618884.700465,179,0.9174807071685791
1682619381.439467,180,0.9175384044647217
1682619877.6857285,181,0.9180386066436768
1682620372.9911983,182,0.917578399181366
1682620869.3871953,183,0.9177954792976379
1682621365.0362234,184,0.9178480505943298
1682621861.7271767,185,0.918071985244751
1682622358.92597,186,0.9188787937164307
1682622856.0500057,187,0.9190171957015991
1682623352.8654723,188,0.9191271066665649
1682623850.1625855,189,0.9193430542945862
1682624348.437945,190,0.919426441192627
1682624845.945912,191,0.9194822907447815
1682625344.4856203,192,0.9193156361579895
1682625839.9589033,193,0.9200095534324646
1682626336.3661826,194,0.9211337566375732
1682626833.1331322,195,0.9211359620094299
1682627330.1356392,196,0.9210547804832458
1682627826.050736,197,0.9215706586837769
1682628323.698422,198,0.9209876656532288
1682628822.5082219,199,0.9217799305915833
