Wall time,Step,Value
1676714460.5814672,0,0.08120477944612503
1676714712.458313,1,0.207373708486557
1676714958.2840645,2,0.2883749306201935
1676715204.384868,3,0.2641403079032898
1676715448.4388933,4,0.3240860402584076
1676715695.0225942,5,0.38758590817451477
1676715939.377119,6,0.4204287528991699
1676716181.8781512,7,0.43488192558288574
1676716425.748961,8,0.4561525583267212
1676716668.767843,9,0.48691481351852417
1676716912.566656,10,0.4993491768836975
1676717156.3888264,11,0.5474121570587158
1676717399.7088459,12,0.5536987781524658
1676717643.2885847,13,0.5965754389762878
1676717886.8917456,14,0.5909792184829712
1676718152.3880727,15,0.5829140543937683
1676718400.3649123,16,0.6553590893745422
1676718644.6386397,17,0.6045467257499695
1676718887.1316218,18,0.6608938574790955
1676719129.9291396,19,0.6476446390151978
1676719372.8645666,20,0.6688902974128723
1676719615.3665817,21,0.6750296950340271
1676719857.692508,22,0.7138796448707581
1676720100.5294225,23,0.6993162631988525
1676720348.0869732,24,0.7189874649047852
1676720592.4740822,25,0.7295297980308533
1676720836.8984058,26,0.7722944021224976
1676721079.7151313,27,0.7580811977386475
1676721378.0430348,28,0.7632078528404236
1676722039.6502423,29,0.7674819827079773
1676726445.5486605,30,0.7855567336082458
1676726692.745865,31,0.7967818975448608
1676726938.4598694,32,0.7991846203804016
1676727182.9274848,33,0.8092783093452454
1676727428.1476057,34,0.8161385655403137
1676727672.9404829,35,0.8041988015174866
1676727917.1677878,36,0.826833188533783
1676728160.7770455,37,0.8354135155677795
1676728707.5739584,38,0.8469619750976562
1676729149.6578405,39,0.8450914025306702
1676729597.5912447,40,0.8410102128982544
1676729923.9336722,41,0.8617808818817139
1676730285.2348506,42,0.8601992726325989
1676730606.3313937,43,0.8755350708961487
1676730981.9056346,44,0.8879073262214661
1676731286.2699676,45,0.8795060515403748
1676731589.8997517,46,0.8892151117324829
1676732046.3859382,47,0.8862175345420837
1676732322.2027805,48,0.8890814781188965
1676732807.7856526,49,0.89580899477005
1676733119.271289,50,0.9037410020828247
1676733556.0500307,51,0.911155641078949
1676734074.938245,52,0.9072889685630798
1676734388.4417722,53,0.9131834506988525
1676734700.9552379,54,0.9057257771492004
1676735013.5447488,55,0.9111173748970032
1676735335.1617682,56,0.91358882188797
1676735639.7462463,57,0.9152677655220032
1676735986.790602,58,0.922615647315979
1676736302.1928644,59,0.9288108944892883
1676736552.7942817,60,0.9267000555992126
1676736804.1708791,61,0.9341984987258911
1676737054.5873914,62,0.941012978553772
1676737303.935992,63,0.9368046522140503
1676737555.7738423,64,0.9313690662384033
1676737808.0575914,65,0.9330465793609619
1676738059.6424026,66,0.9434714913368225
1676738311.7696614,67,0.9438984394073486
1676738562.8717296,68,0.9390983581542969
1676738814.4348328,69,0.9415869116783142
1676739065.0671217,70,0.9383502006530762
1676739316.6983097,71,0.9474658370018005
1676739573.5085363,72,0.949635922908783
1676739835.0331435,73,0.9499303698539734
1676740083.5546997,74,0.9539018273353577
1676740330.9884832,75,0.9527150392532349
1676740578.2200086,76,0.9561070203781128
1676740826.0347543,77,0.9551782011985779
1676741073.657944,78,0.9561690092086792
1676741320.7147105,79,0.9549004435539246
1676741567.360836,80,0.9571699500083923
1676741813.9461825,81,0.957396388053894
1676742062.2130551,82,0.9625425934791565
1676742310.0911193,83,0.9602307081222534
1676742557.4493892,84,0.9589133858680725
1676742804.5950139,85,0.9606417417526245
1676743051.8536654,86,0.9609259963035583
1676743311.348783,87,0.9627090692520142
1676743560.878283,88,0.9627137780189514
1676743808.0098655,89,0.9610027074813843
1676744055.2102032,90,0.9601740837097168
1676744301.921904,91,0.9627195000648499
1676744549.6007242,92,0.9641525149345398
1676744798.4986093,93,0.9671382904052734
1676745045.6604452,94,0.9668513536453247
1676745292.784807,95,0.9690009951591492
1676745540.5416148,96,0.9664311408996582
1676745787.9916527,97,0.9676856994628906
1676746035.5646038,98,0.9692319631576538
1676746283.1943977,99,0.9696422815322876
1676746531.250255,100,0.9698805809020996
1676746785.42347,101,0.9693465232849121
1676747042.8407562,102,0.970558226108551
1676747290.022814,103,0.971340000629425
1676747537.6540549,104,0.9718667268753052
1676747784.018669,105,0.972091555595398
1676748031.1849098,106,0.9735539555549622
